kmer_1,hash_1,kmer_2,hash_2,Sample
54,7439343086284667501,85,4976693570590751086,1
55,4160421929818301448,85,4976693570590751086,1
56,3473493032979542255,85,4976693570590751086,1
57,13730742960941007218,84,13539093817034192981,1
58,16476859740066723046,83,12416891910974731915,1
59,99103379177241228,85,4976693570590751086,1

0,18401778469709462565,32,17910971644450167686,2
1,5088251791559681305,37,5596228422972766512,2
2,14073319696152445534,29,14799618169549051887,2
3,7318681805935212736,41,7050698264142746022,2
4,15829899819341315462,49,15641111834941099738,2
5,8345050988217957917,52,8324984032344698280,2
6,10468649926264833672,46,11019436640302733891,2
7,9684964539281505375,46,11019436640302733891,2
8,6579904381699929388,34,6421053509338518712,2
9,9026318391734152116,45,8874384550931344250,2
10,13862265079571978775,53,14853225811964720135,2
11,1857863150272908410,54,403636629992350499,2
12,10004563287370579694,59,9450496230410303488,2
13,11588751380101436416,60,11709696147818363805,2
14,8659658355818414882,45,8874384550931344250,2
15,8257176240962205717,52,8324984032344698280,2
16,4666695770877634932,43,6315259254716451062,2
17,9080298670836704155,45,8874384550931344250,2
18,13027150168614635083,56,12996837453168042723,2
19,294947994135557108,54,403636629992350499,2
20,508541702510374772,54,403636629992350499,2
21,15025564466894810242,49,15641111834941099738,2
22,1324975662585106010,65,1891533935024733409,2
23,18146225529801101137,55,16503060554417288548,2
24,1566809105972593858,69,1897040630902179974,2
25,4425335765493761102,63,4062406324365281890,2
26,3612110977529943004,57,3758177537794297535,2
27,8606395089017099656,52,8324984032344698280,2
28,1092968080021837640,54,403636629992350499,2
29,14799618169549051887,70,14240652564927737399,2
30,2388595709829785846,71,2985586829172795208,2
31,17735736288807397672,79,17278683021232233439,2
32,17910971644450167686,79,17278683021232233439,2
33,12452836670097290013,58,12510418818128367418,2
34,6421053509338518712,73,6126432964553762752,2
35,5300341355674852735,84,5468849684850795401,2
36,17471761550897343238,79,17278683021232233439,2
37,5596228422972766512,84,5468849684850795401,2
38,16204740803686235865,79,17278683021232233439,2
39,13375218596805644891,74,13823176385165885361,2
40,5964352574794169393,73,6126432964553762752,2
41,7050698264142746022,76,6991526731208616146,2
42,13452800304383365125,74,13823176385165885361,2
43,6315259254716451062,73,6126432964553762752,2
44,13140914683720582731,75,13211948729241788804,2
45,8874384550931344250,76,6991526731208616146,2
46,11019436640302733891,80,10494931603916370831,2
47,6742177395775449504,73,6126432964553762752,2
48,8521965704813258459,76,6991526731208616146,2
49,15641111834941099738,82,15184684628561376429,2
50,6770583018605692559,84,5468849684850795401,2
51,3029033248631431646,76,6991526731208616146,2
52,8324984032344698280,81,5086152302328426973,2
53,14853225811964720135,78,13936043307697894365,2
54,403636629992350499,81,5086152302328426973,2
55,16503060554417288548,82,15184684628561376429,2
56,12996837453168042723,85,12404751559095888063,2
57,3758177537794297535,84,5468849684850795401,2
58,12510418818128367418,85,12404751559095888063,2
59,9450496230410303488,85,12404751559095888063,2

0,6708519478620318439,48,6363458217851067918,3
1,8387968327700721084,50,8342522442303721407,3
2,15105157044859103621,30,15045924526923191986,3
3,14569939950768298976,37,14035660262231814539,3
4,14158163878877334668,37,14035660262231814539,3
5,3395979971458709055,33,3452165639034003399,3
6,1722547021121133077,46,2273458616205491858,3
7,6678060141737140093,48,6363458217851067918,3
8,8265468865861864371,52,8281680420043525561,3
9,4716278973216955167,41,5267390402724511315,3
10,6413946902485645858,48,6363458217851067918,3
11,14701372548154858999,37,14035660262231814539,3
12,2131247483136098571,46,2273458616205491858,3
13,18146130718600110119,53,16361513156927636018,3
14,15912120416063584658,63,15731600024394009012,3
15,5235924631200130359,41,5267390402724511315,3
16,3659737995719845834,65,3715153683261043960,3
17,3285823944198310793,42,2622817537188493644,3
18,7575807249324440141,60,7495294501689818979,3
19,14927829389619675005,63,15731600024394009012,3
20,9924210525379920181,47,9801885836366707773,3
21,6492221974208743362,48,6363458217851067918,3
22,9152413694123058941,50,8342522442303721407,3
23,18162914407191978673,61,16142850893278535085,3
24,8969144859579576852,52,8281680420043525561,3
25,14433124214927973989,66,15614388752662958940,3
26,10339520716646697350,73,11242262563574681249,3
27,3763799077937649837,55,3768523141087217129,3
28,1625351489058681865,72,1588611121537360212,3
29,17358213108348963944,61,16142850893278535085,3
30,15045924526923191986,74,15112416935214399591,3
31,3613111325930225537,65,3715153683261043960,3
32,16084491001354863940,63,15731600024394009012,3
33,3452165639034003399,71,2980896124213436946,3
34,4131987822983026017,65,3715153683261043960,3
35,7265386344288944498,67,8054954519074214830,3
36,9145617008915068245,75,9055721256546499922,3
37,14035660262231814539,82,14184185067319922104,3
38,6083610701726218358,78,6831872423358685263,3
39,11387744854701772768,73,11242262563574681249,3
40,537558922734292082,69,1614920612556846187,3
41,5267390402724511315,68,5593829199831359711,3
42,2622817537188493644,71,2980896124213436946,3
43,16551506386266212021,80,17251948258191923436,3
44,12290178551616511061,84,10277195792797169709,3
45,6498725538788044615,70,6459674281199583952,3
46,2273458616205491858,72,1588611121537360212,3
47,9801885836366707773,84,10277195792797169709,3
48,6363458217851067918,78,6831872423358685263,3
49,16341680527639661886,80,17251948258191923436,3
50,8342522442303721407,75,9055721256546499922,3
51,881285450101787842,85,4215036101666015674,3
52,8281680420043525561,78,6831872423358685263,3
53,16361513156927636018,80,17251948258191923436,3
54,13615533080704964233,79,10985119603310884147,3
55,3768523141087217129,85,4215036101666015674,3
56,10802247922270554811,83,10611108612272096268,3
57,6315614759841297722,85,4215036101666015674,3
58,6815682222972442969,85,4215036101666015674,3
59,5899881700647648301,85,4215036101666015674,3

0,16869952314492269330,39,17003643969187253430,4
1,4292136982983468792,45,4083990611913315138,4
2,17168547023548291641,39,17003643969187253430,4
3,7672590917284133200,33,9210930698657162566,4
4,3354048165282394618,36,4602533851350715787,4
5,16540162895133666332,53,16435500948615445367,4
6,3600602804396869017,45,4083990611913315138,4
7,17777037548529799158,53,16435500948615445367,4
8,515721310110998487,44,2176232555284026593,4
9,2809448549596700026,55,2425839587254270450,4
10,1793197714269402201,41,2036113088478319398,4
11,1932159251623238016,44,2176232555284026593,4
12,8310939122896004993,50,8245531417084506909,4
13,8670694078589534593,57,8087994005038217153,4
14,17288533585696685779,39,17003643969187253430,4
15,15466187625659474017,54,15678372132223540053,4
16,9204493659135684825,50,8245531417084506909,4
17,9736140793785926288,58,9245282055818420652,4
18,3857507278956666139,45,4083990611913315138,4
19,3677432055337112594,45,4083990611913315138,4
20,9650748877623743642,58,9245282055818420652,4
21,16222541118515963014,53,16435500948615445367,4
22,12923162219141980533,72,12811759009838323348,4
23,6765219441793530117,56,6633684542772391419,4
24,8614092058051582040,50,8245531417084506909,4
25,5071916609085785666,52,4825505989637884939,4
26,1832949446119630684,59,1400809553549014365,4
27,6268085025231962850,56,6633684542772391419,4
28,3059193477543655317,55,2425839587254270450,4
29,14047361393158873895,61,14105306242770911830,4
30,849241023981141746,74,640979975025167969,4
31,4680117024885154895,73,5479664244914932706,4
32,2302735302110535193,59,1400809553549014365,4
33,9210930698657162566,70,9222064264115989017,4
34,9811590915673580399,77,9861827183833222073,4
35,5762319492539356008,75,5629669474509063930,4
36,4602533851350715787,78,4240510521581179212,4
37,5119576986366863323,75,5629669474509063930,4
38,10902041342532305616,79,11111389168578126256,4
39,17003643969187253430,81,16892287602246055911,4
40,9254526745788155336,77,9861827183833222073,4
41,2036113088478319398,76,1009593190625631931,4
42,8145397669773116445,70,9222064264115989017,4
43,13098899061058740017,72,12811759009838323348,4
44,2176232555284026593,76,1009593190625631931,4
45,4083990611913315138,78,4240510521581179212,4
46,6199686074389892323,75,5629669474509063930,4
47,14373749292765464156,81,16892287602246055911,4
48,2154779524904727539,76,1009593190625631931,4
49,4695764433237423326,75,5629669474509063930,4
50,8245531417084506909,75,5629669474509063930,4
51,10009740555912228733,77,9861827183833222073,4
52,4825505989637884939,85,445272343495399522,4
53,16435500948615445367,81,16892287602246055911,4
54,15678372132223540053,81,16892287602246055911,4
55,2425839587254270450,84,2791480344191645215,4
56,6633684542772391419,85,445272343495399522,4
57,8087994005038217153,83,3488483138055769001,4
58,9245282055818420652,85,445272343495399522,4
59,1400809553549014365,85,445272343495399522,4

0,2644180907784682657,48,2691253794684570868,5
1,1908502849426917578,50,1430078960408416934,5
2,6737108902566358291,46,6514445242982529045,5
3,2879825689913192418,52,2795275578544303042,5
4,11519310917943152223,49,10911203107688301283,5
5,10228905094745830758,49,10911203107688301283,5
6,5574033040553562668,51,5372238957225709198,5
7,14854901338309404785,43,15628241391457551134,5
8,4079373224450761199,58,4267769796921144177,5
9,8196495011318466605,41,9152428689258078424,5
10,1434006813386667316,50,1430078960408416934,5
11,8627648360480948157,41,9152428689258078424,5
12,5896816418449820612,39,6216028827238899941,5
13,4938649430578221955,51,5372238957225709198,5
14,8416775156080523963,41,9152428689258078424,5
15,2373469068894661384,48,2691253794684570868,5
16,7433508369879575209,41,9152428689258078424,5
17,16636441728511167898,63,16810626950353814861,5
18,13736823902109557235,61,13315597887815769772,5
19,16748365125888235526,63,16810626950353814861,5
20,16011781988695642514,59,15378197325151479637,5
21,8706764621187209162,69,8925569266316743349,5
22,11754282246531387280,47,11922344448697929487,5
23,10123644558148125956,62,10088740675367701278,5
24,1053630173499297492,53,490342871946791754,5
25,6844217981841741781,51,5372238957225709198,5
26,14254334924081890377,71,13902701586021096848,5
27,3965743561081746384,58,4267769796921144177,5
28,9974071970715222701,65,9903805506278371549,5
29,12002069978871440959,60,12552280416570894303,5
30,2532795263163366843,72,2863536086742997324,5
31,15971020562838656908,59,15378197325151479637,5
32,8543850371675872975,69,8925569266316743349,5
33,5069099237441644976,70,4654430338902135440,5
34,3423349954364063294,72,2863536086742997324,5
35,13693328813056882640,77,13793143430515132892,5
36,17879961045511099107,80,18418616988219212386,5
37,967494441292524655,67,1796873014338515359,5
38,17614523202872840311,83,17448418083381098312,5
39,6216028827238899941,81,6675272749877881257,5
40,11591137057112234205,79,12398188587892142009,5
41,9152428689258078424,76,8878785635951767020,5
42,13027622372667075420,77,13793143430515132892,5
43,15628241391457551134,71,13902701586021096848,5
44,10452787313239774770,73,11454595423764978097,5
45,10851950421844230689,73,11454595423764978097,5
46,6514445242982529045,81,6675272749877881257,5
47,11922344448697929487,79,12398188587892142009,5
48,2691253794684570868,85,3620919165318609236,5
49,10911203107688301283,84,9856017881014894993,5
50,1430078960408416934,75,1566692233142328262,5
51,5372238957225709198,81,6675272749877881257,5
52,2795275578544303042,85,3620919165318609236,5
53,490342871946791754,85,3620919165318609236,5
54,1453237814573564893,85,3620919165318609236,5
55,10836654010243675168,84,9856017881014894993,5
56,1492498625881927649,85,3620919165318609236,5
57,3373151911951724407,85,3620919165318609236,5
58,4267769796921144177,85,3620919165318609236,5
59,15378197325151479637,84,9856017881014894993,5

0,5901413559546904219,42,4825315216510889223,6
1,17444505697783987050,43,17493777784814814058,6
2,12890429973748428157,46,12797259054298526175,6
3,4124051170155154677,41,4235634851241565082,6
4,2670876520957263596,30,2451913724153926823,6
5,8548295605463278075,35,9001397861057873068,6
6,13179498562896736657,52,12973969619542994297,6
7,6400169411506980211,42,4825315216510889223,6
8,4675858232425112473,42,4825315216510889223,6
9,4743474537069385091,42,4825315216510889223,6
10,14393459571114489746,44,14235225579949699508,6
11,11198468519643188214,36,10144062155245309869,6
12,5530808682294370943,42,4825315216510889223,6
13,3296702497883674895,60,2416810678754471062,6
14,13816392250743135637,52,12973969619542994297,6
15,2542724421614384205,60,2416810678754471062,6
16,15437678303918689017,58,15789809652007651435,6
17,17048287748778251729,47,16630114081889705494,6
18,9482948154166576897,50,11677774389800899635,6
19,2794302014717771353,60,2416810678754471062,6
20,15187008647330812435,58,15789809652007651435,6
21,14913806754712050359,63,14819852691722042223,6
22,16761186510067562704,70,16804944645044001594,6
23,11704513804109210425,50,11677774389800899635,6
24,11909949263719133532,50,11677774389800899635,6
25,74318188525434722,71,416610797816330006,6
26,15828580115582158796,58,15789809652007651435,6
27,13121288825824717533,52,12973969619542994297,6
28,9359746280563784260,76,9692821833979360404,6
29,14872062566486198301,63,14819852691722042223,6
30,2451913724153926823,60,2416810678754471062,6
31,10970201829674417029,76,9692821833979360404,6
32,15184008139267384068,58,15789809652007651435,6
33,2988236452218765667,60,2416810678754471062,6
34,17611501405397994222,65,17628143529128166666,6
35,9001397861057873068,74,8036155634240255221,6
36,10144062155245309869,76,9692821833979360404,6
37,1083794843144909698,71,416610797816330006,6
38,18205117052709872552,75,18042704702419838852,6
39,17233983082834824045,70,16804944645044001594,6
40,14714313282826491467,79,14698995058825483359,6
41,4235634851241565082,83,3483824905813239672,6
42,4825315216510889223,72,6474665758835434380,6
43,17493777784814814058,69,17800155868289413977,6
44,14235225579949699508,79,14698995058825483359,6
45,11533724989378324405,81,12107730293357187486,6
46,12797259054298526175,78,13215598637209053032,6
47,16630114081889705494,75,18042704702419838852,6
48,1888551219302115572,83,3483824905813239672,6
49,7554309227733934496,74,8036155634240255221,6
50,11677774389800899635,81,12107730293357187486,6
51,8918063594985239873,80,7084451768513046942,6
52,12973969619542994297,78,13215598637209053032,6
53,890076746910186870,83,3483824905813239672,6
54,8943689288566328447,80,7084451768513046942,6
55,1445672500413406738,83,3483824905813239672,6
56,4453095501430494091,83,3483824905813239672,6
57,1025811039443389314,83,3483824905813239672,6
58,15789809652007651435,85,15240187491014034713,6
59,7852138538665355699,84,6669355050138703330,6

0,6382982549661249608,39,6538828414265755860,7
1,15805599091881026086,48,17894504308498710061,7
2,6176829538216821830,27,6012475455751967644,7
3,591015766126821640,44,663853371533469342,7
4,496465403558809632,44,663853371533469342,7
5,18442049631474461902,36,18392836327021468687,7
6,10265291126612332125,47,10188623243878535535,7
7,13541116071873110977,32,12631754799780034575,7
8,16163040805634055742,51,17089166521876627230,7
9,14870134741912810045,54,15156435881418549934,7
10,15805759598251459296,54,15156435881418549934,7
11,8586772083413766155,40,8555279777931092003,7
12,11884255094512383130,38,11870757608811799995,7
13,17511289527206141066,48,17894504308498710061,7
14,5413861996865199034,53,5753391704389907076,7
15,15364209531067203247,54,15156435881418549934,7
16,6942385943470580903,42,7343611054710393022,7
17,13378761926529085132,63,13691090559089699648,7
18,1599646721007838772,52,1339328891708647952,7
19,4970972607921218848,53,5753391704389907076,7
20,17974271547885971518,48,17894504308498710061,7
21,13758759969542770786,63,13691090559089699648,7
22,11514413598131705930,47,10188623243878535535,7
23,12248689818899855324,61,11837285178594094346,7
24,6132688670040095245,56,6021920975491892381,7
25,17723932377263967888,74,17962834824299085170,7
26,6205317672432062371,68,5937583340569155185,7
27,6012475455751967644,56,6021920975491892381,7
28,4154765504339499831,58,4202740849277948903,7
29,16560588178964709221,67,16486714528443820308,7
30,10491145410147809889,73,11366643704116081387,7
31,17044685781645941444,65,16912106671205064837,7
32,12631754799780034575,61,11837285178594094346,7
33,9745456351324528864,77,9715138943466788421,7
34,9007194569655251861,66,8056888954380234798,7
35,4209494587323593358,71,3618526644192996257,7
36,18392836327021468687,72,18091300584189312593,7
37,1154415278893884646,76,2153834085085273217,7
38,11870757608811799995,69,13218154441758718160,7
39,6538828414265755860,68,5937583340569155185,7
40,8555279777931092003,85,6985372256193417662,7
41,9170036629165402624,66,8056888954380234798,7
42,7343611054710393022,85,6985372256193417662,7
43,8944484057710716740,70,7737741520682165821,7
44,663853371533469342,80,876156440222694829,7
45,3573166687870191061,71,3618526644192996257,7
46,17225326242422681873,72,18091300584189312593,7
47,10188623243878535535,84,9844120859531183471,7
48,17894504308498710061,74,17962834824299085170,7
49,7434368516955826033,85,6985372256193417662,7
50,4058612505194186683,75,3217762640594374343,7
51,17089166521876627230,82,14620404689221866244,7
52,1339328891708647952,80,876156440222694829,7
53,5753391704389907076,85,6985372256193417662,7
54,15156435881418549934,82,14620404689221866244,7
55,1214278400950456,80,876156440222694829,7
56,6021920975491892381,85,6985372256193417662,7
57,8698919628582620755,85,6985372256193417662,7
58,4202740849277948903,83,2454425511263938037,7
59,6426481000529909608,85,6985372256193417662,7

0,3803552347219263694,37,3423318539695823635,8
1,3426320605396338861,37,3423318539695823635,8
2,14898810764701482223,48,16039784394462126786,8
3,18146641444471994988,28,17990106990493497905,8
4,11195783255269457047,39,11421349276747268215,8
5,717984698272939340,46,1068453743635138147,8
6,18146607559638099631,45,17880478829564781004,8
7,14643120122714864009,48,16039784394462126786,8
8,4791209372057808752,51,4877009536397522230,8
9,15578218740693220595,48,16039784394462126786,8
10,1571566873221980758,35,2030428120326707318,8
11,11313288833530698937,39,11421349276747268215,8
12,1584125852194554668,43,2271289649427965222,8
13,8896226926194982933,49,8818905361014819594,8
14,13183299509757870059,57,13214338214323176163,8
15,29443557736466659,46,1068453743635138147,8
16,6096385244171348466,58,6338727009789446254,8
17,17475619110623347554,59,17472139969834758695,8
18,10370775834456297452,56,10366558008896732499,8
19,9017333780881564467,44,9085158554762187908,8
20,2978870910227556592,63,3008257359406199558,8
21,9016996124377056887,49,8818905361014819594,8
22,1436218135068180412,67,1632032734278689644,8
23,15159339183052678878,71,15116358994477223944,8
24,2621822310997921182,54,2593899688078986122,8
25,5739320984357634365,50,5755291138827124408,8
26,17805562354588898781,59,17472139969834758695,8
27,5523723889876769145,76,5565995429597565785,8
28,17990106990493497905,59,17472139969834758695,8
29,7428595232196317082,64,7483196886080899782,8
30,7736304799204030303,78,8063727189983452156,8
31,15791237730229055367,74,15592435844797650875,8
32,15438947734946640618,71,15116358994477223944,8
33,11313912228458574024,70,10780571822273964341,8
34,8845430504900057567,65,8834825662252392967,8
35,2030428120326707318,75,2056881895031029341,8
36,5467516532209027166,76,5565995429597565785,8
37,3423318539695823635,63,3008257359406199558,8
38,11912965909959726732,73,13376575718582788232,8
39,11421349276747268215,70,10780571822273964341,8
40,1975325954188897124,84,2213883847381213474,8
41,7181847229203092650,68,7053202633599314314,8
42,13470836303326742516,73,13376575718582788232,8
43,2271289649427965222,84,2213883847381213474,8
44,9085158554762187908,85,8855542983027036760,8
45,17880478829564781004,79,16922213611128375581,8
46,1068453743635138147,83,45633053875934564,8
47,7347786195933546830,78,8063727189983452156,8
48,16039784394462126786,74,15592435844797650875,8
49,8818905361014819594,85,8855542983027036760,8
50,5755291138827124408,76,5565995429597565785,8
51,4877009536397522230,76,5565995429597565785,8
52,10394455185940737537,80,9882613951530284522,8
53,4684311235323990313,78,8063727189983452156,8
54,2593899688078986122,83,45633053875934564,8
55,9932215332709041818,80,9882613951530284522,8
56,10366558008896732499,81,14349894708122385908,8
57,13214338214323176163,84,2213883847381213474,8
58,6338727009789446254,85,8855542983027036760,8
59,17472139969834758695,85,8855542983027036760,8

0,13788009347843954868,48,12570463426492451577,9
1,4811755860899081226,44,5013295387400007664,9
2,6076582481748275782,32,5985082292824440125,9
3,10286011960183974094,39,11422499767435486697,9
4,3922825909564871215,51,3172977552929619037,9
5,1511688378566061165,31,1580570474184883415,9
6,2566768458160078001,51,3172977552929619037,9
7,13363038839145418739,48,12570463426492451577,9
8,6964933752222495009,54,7848144238590043072,9
9,16612922454891235209,41,16362185807474116045,9
10,7517963704078356164,54,7848144238590043072,9
11,9270479647687773227,49,10798692239597787997,9
12,11800324545442848213,48,12570463426492451577,9
13,9147096117892721241,46,8277258630872988294,9
14,17419791577948286412,52,17686723765932241327,9
15,16699521573863525439,61,16684568818011652369,9
16,7275551642767089592,54,7848144238590043072,9
17,14044966950895465153,64,14844729267046361918,9
18,2363047899733567255,51,3172977552929619037,9
19,5234219062994017572,47,5326612435819346868,9
20,8700947230598303675,69,8086357979394967166,9
21,13131458449465407075,67,13369409924440878954,9
22,15632346082086738517,66,15629563913708926319,9
23,7189117204166552023,54,7848144238590043072,9
24,10210611977348999802,70,10294320701711599756,9
25,1487419667011301307,62,1728806759071080635,9
26,15649002467041579708,72,15646386901093220405,9
27,16968440962232492099,61,16684568818011652369,9
28,3563329921545626448,57,3647364883207873616,9
29,15514276904293927789,65,16092117690448601381,9
30,1048120705149853549,56,664237733298030547,9
31,1580570474184883415,62,1728806759071080635,9
32,5985082292824440125,81,6450927091665693386,9
33,1646041939178422174,62,1728806759071080635,9
34,14572335580741296301,64,14844729267046361918,9
35,6044612451101669912,84,6003031824062572240,9
36,5339370731174303235,63,4836328468408852053,9
37,15484175905584577822,80,15447688100824392104,9
38,15051063520291025400,80,15447688100824392104,9
39,11422499767435486697,73,10599107002703222282,9
40,8004496737785740162,75,6925090865371830491,9
41,16362185807474116045,74,17880306048854770114,9
42,10964188053860575174,73,10599107002703222282,9
43,5269590807765830763,81,6450927091665693386,9
44,5013295387400007664,83,6109343800475341510,9
45,16032222828766146492,72,15646386901093220405,9
46,8277258630872988294,71,8444396950641180058,9
47,5326612435819346868,81,6450927091665693386,9
48,12570463426492451577,85,12114247611081231852,9
49,10798692239597787997,78,9754876008362171538,9
50,11223918839903788283,79,9297718998528390650,9
51,3172977552929619037,76,3278316562095472682,9
52,17686723765932241327,80,15447688100824392104,9
53,6438995183016681310,81,6450927091665693386,9
54,7848144238590043072,81,6450927091665693386,9
55,4797157222630341753,84,6003031824062572240,9
56,664237733298030547,81,6450927091665693386,9
57,3647364883207873616,84,6003031824062572240,9
58,5763293706933531940,83,6109343800475341510,9
59,4830760042389742597,84,6003031824062572240,9

0,6371917040703226343,45,6369237954833623065,10
1,7040896987859703376,51,6937690785858219646,10
2,7386659522858906934,51,6937690785858219646,10
3,3605555347048412522,47,3662220042673018169,10
4,7207126169869338670,51,6937690785858219646,10
5,5683881292603679719,49,5730766712210115097,10
6,4288908159017711292,47,3662220042673018169,10
7,1375221408942396465,48,1378573962820686915,10
8,17108326456547370615,40,16984810313050716312,10
9,11776379951797824340,39,12431258976512584224,10
10,2019301646329454897,59,2147956775700351898,10
11,4877536489075271502,37,5261647069797290113,10
12,14513121931855284509,40,16984810313050716312,10
13,4826625202564617254,49,5730766712210115097,10
14,9491058001776011999,39,12431258976512584224,10
15,7189694820697875480,51,6937690785858219646,10
16,11762590438226747787,62,12873010794991690749,10
17,9492256314809852485,62,12873010794991690749,10
18,9678816757478228945,62,12873010794991690749,10
19,7880885250615057074,54,7546878025980910717,10
20,18040003771981254976,64,18050402015902617737,10
21,16022952195477172264,58,18333033861050439637,10
22,13932539752945438587,72,15299967397884824728,10
23,362838948841418058,52,32229507281647376,10
24,16044345731471029836,72,15299967397884824728,10
25,945017787804147468,52,32229507281647376,10
26,3780015623731877679,74,4114849053565584059,10
27,3545347567431559153,74,4114849053565584059,10
28,13933209298343005492,76,14691849422101028584,10
29,4444521425305042748,74,4114849053565584059,10
30,13665663534963980217,80,12984329519007679382,10
31,17862248488992593279,58,18333033861050439637,10
32,11779973752753375666,62,12873010794991690749,10
33,11817431040804422282,62,12873010794991690749,10
34,3304293329433624593,69,2531895134054893989,10
35,7616914837387724140,78,8882765936021042079,10
36,13170929952953526020,80,12984329519007679382,10
37,5261647069797290113,73,5195499064615620663,10
38,10855485811782228324,85,9705475615075236528,10
39,12431258976512584224,80,12984329519007679382,10
40,16984810313050716312,75,16459450064562318560,10
41,18418570143679666778,75,16459450064562318560,10
42,845422638696650584,82,421252507735535395,10
43,1058142899955408019,82,421252507735535395,10
44,17642068206597559885,75,16459450064562318560,10
45,6369237954833623065,83,6425831411958191686,10
46,1846428302925982222,77,1628378247421187252,10
47,3662220042673018169,74,4114849053565584059,10
48,1378573962820686915,77,1628378247421187252,10
49,5730766712210115097,83,6425831411958191686,10
50,16869721119426488359,75,16459450064562318560,10
51,6937690785858219646,79,8078908934606455730,10
52,32229507281647376,82,421252507735535395,10
53,3385068787597914253,82,421252507735535395,10
54,7546878025980910717,79,8078908934606455730,10
55,3438262810768914632,82,421252507735535395,10
56,272741251957105439,82,421252507735535395,10
57,1893530083260702150,82,421252507735535395,10
58,18333033861050439637,85,9705475615075236528,10
59,2147956775700351898,84,9598490416949402726,10

0,16228640692682268010,49,16299852199982540131,11
1,9995406935276352969,40,12191512842652696036,11
2,12241610911391024951,40,12191512842652696036,11
3,12135591268484572720,40,12191512842652696036,11
4,5720535158849933598,30,4675873441537052110,11
5,533472561020408265,39,1271525819750747899,11
6,12654062195757373810,40,12191512842652696036,11
7,5066045362013631641,38,4656724026185241574,11
8,15684424518708901515,44,15714804195550791533,11
9,11495988838245371656,35,13226500929680109787,11
10,5762037921767657225,38,4656724026185241574,11
11,3652238700031003366,53,3677260901991577950,11
12,11376055899713309381,57,13085357296758104863,11
13,13475525627291986852,57,13085357296758104863,11
14,8102829472676726310,42,8098400372688644790,11
15,13964588980379399213,46,14076197475728676543,11
16,6617315896278423144,48,5882203117446193908,11
17,10555506076638830508,57,13085357296758104863,11
18,14386346621547842166,46,14076197475728676543,11
19,8852413928352684369,60,9038815289394734319,11
20,11175070994582799729,68,10466896916360955282,11
21,12505065212116815235,71,13319840967180189551,11
22,11485408027902538303,68,10466896916360955282,11
23,18421750507057593926,52,17629920811963611615,11
24,12598404467197955629,71,13319840967180189551,11
25,17720016514434345674,52,17629920811963611615,11
26,13937873446772018723,74,14255395166759318292,11
27,7763921737778866467,72,8855672354485833440,11
28,185971325045523400,78,218556287127311063,11
29,14288558974554095551,74,14255395166759318292,11
30,4675873441537052110,65,5591865129602112358,11
31,8077988910046581254,72,8855672354485833440,11
32,6565774968435010660,62,5773927051649458419,11
33,5916663729658482000,62,5773927051649458419,11
34,3558978058710126681,70,3493094218521369823,11
35,13226500929680109787,69,13234835311698519306,11
